14.6036205322,46.2677412797
14.6035901702,46.2677581193
14.6036351462,46.2677530538
14.6036108999,46.2677537431
14.481172487,46.0851186304
14.48825749,46.04223474
14.4875384056,46.0419504853
14.6028262843,46.2681438612
14.6036462784,46.2677530924
14.6036488874,46.2677382237
14.6036382278,46.2677465913
14.6036787745,46.2677268413
14.6036347674,46.2677438301
14.6036630428,46.2677377579
14.6036546321,46.2677412851
14.6036416054,46.2677597046
14.6036592868,46.2677354311
14.603625265,46.2677250342
14.594659264,46.2008287584
14.6035903413,46.2677749037
14.6022511044,46.2140923577
14.6035824224,46.2677182387
14.6036082973,46.2677821284
14.6036054066,46.2677228655
14.6035974803,46.267745886
14.6036234872,46.2677489459
14.6035964125,46.2677758427
14.5890781568,46.3271971993
14.6034807082,46.2677387114
14.6028995514,46.259040451
14.6029996872,46.2591018677
14.603472623,46.2678090876
14.6036111392,46.267776636
14.6036551793,46.2677479497
14.6036212334,46.2677584135
14.6036257951,46.2677477961
14.6034064611,46.2677800496
14.6036163648,46.267739741
14.6035497189,46.2678003311
14.6036197186,46.2677474022
14.6036170047,46.2677562548
14.6036567688,46.2677427019
14.6036177982,46.2677725012
14.6036586109,46.2677417657
14.6036746502,46.2677203959
14.6035997073,46.2677610185
14.603673723,46.2677271337
14.6036829948,46.2677167257
14.6036559194,46.2677281499
14.6036621928,46.267737627
14.6036408509,46.2677337422
14.6035779455,46.2677911675
14.6035226598,46.26780882
14.4873913539,46.0420558325
14.50271195,46.0507967
14.5026057812,46.0504512717
14.455291748,46.2306667964
14.4548656438,46.2306182356
14.4545286724,46.2287722996
8.94102954865,47.6124992371
8.55962285586,47.4557908358
8.56178554286,47.4534459286
8.55949438493,47.4510862478
8.56027256359,47.4503822327
-0.444528996944,51.467300415
-0.447319711749,51.470161035
-0.451389491558,51.4696998596
-0.213864997029,51.4906997681
-0.19818333288,51.430132548
-0.198266756806,51.4301809831
-0.198394067314,51.4303101505
-0.198440847513,51.4303836823
-0.205261623487,51.4206252098
-0.198346513953,51.4302974907
-0.198207384119,51.4302239051
-0.198336040924,51.4303061624
-0.198374580145,51.4302501678
-0.198347322234,51.4302829703
-0.198424258261,51.4303330214
-0.198381637973,51.4302924679
-0.198351714486,51.4303662415
-0.198370435574,51.4302729561
-0.198363332837,51.4302714959
-0.198377641207,51.4303076518
-0.198423826789,51.4303178645
-0.198427271513,51.4303417604
-0.19834567,51.43031054
-0.198454954545,51.4303418636
-0.198373625573,51.4302911917
-0.211420752108,51.4207248688
-0.211112080812,51.4201211548
-0.211111165045,51.4201464309
-0.211087218094,51.4201484619
-0.198342435735,51.4302275112
-0.20461045,51.4232075
-0.211108272885,51.4202241694
-0.197005499341,51.4222653573
-0.19836030773,51.4302672172
-0.198252419829,51.4302931976
-0.201329620221,51.4256444077
-0.211084274627,51.4201008522
-0.211107690212,51.4201341786
-0.211084945946,51.4201198541
-0.211096755634,51.4201254079
-0.205916501582,51.4211006165
-0.204305881963,51.4210757087
-0.207498165212,51.4213586573
-0.211062135897,51.4201627769
-0.211098902492,51.4200968982
-0.211092415789,51.4201317579
-0.198368321256,51.4302959042
-0.198341043483,51.4302830888
-0.201293706017,51.4256632188
-0.21110368934,51.4201345176
-0.211105267291,51.4201013802
-0.208191239003,51.4219509447
-0.207975028,51.422227222
-0.211111958731,51.42035299
-0.211136798438,51.4201453953
-0.211101210125,51.4201429469
-0.207553589169,51.4213339862
-0.198353500058,51.430311126
-0.200462412253,51.4272569929
-0.198355618888,51.4303003417
-0.211111383552,51.4202735576
-0.207588318397,51.4213672985
-0.198372338508,51.430307819
-0.198383481503,51.4303614807
-0.198384191309,51.4303014846
-0.198394919634,51.4303256226
-0.198356049191,51.4303129215
-0.201360826907,51.4256120765
-0.198335271497,51.430255127
-0.198358348301,51.4303235706
-0.198315939548,51.4303083073
-0.198300076106,51.4302955982
-0.198349279947,51.4303012075
-0.198363280952,51.4303490571
-0.211113550065,51.4201915881
-0.211085733275,51.4201909383
-0.207460825058,51.4212473701
-0.211137411349,51.420472089
-0.211148459178,51.4205087515
-0.206823125482,51.4212744236
-0.111787666877,51.5026995341
-0.13072718409,51.516673695
-0.126173152373,51.5184690035
-0.126396000385,51.518901825
-0.127813747951,51.5192790713
-0.126862500608,51.5188495636
-0.127750596404,51.5196903229
-0.126592397597,51.5190258335
-0.125953521377,51.5185401418
-0.130384996533,51.5166854858
-0.112066499889,51.5027251244
-0.198381275714,51.4303110964
-0.198436044693,51.4303105808
-0.198383487458,51.4303053952
-0.199340888196,51.4345448812
-0.173974312842,51.4975316525
-0.176415523366,51.4972047352
-0.175052918494,51.4973405202
-0.176260531942,51.4972198486
-0.207548007369,51.4496002197
-0.198384466048,51.4303666302
-0.198439188372,51.4302402349
-0.198441546681,51.430332109
-0.198390994104,51.430289345
-0.198388767308,51.4302806269
-0.198374181987,51.430297229
-0.20705729865,51.4212065129
-0.206614349186,51.4210445171
-0.194652599096,51.4911598206
-0.14173504994,51.5022523063
-0.141738639474,51.5020193481
-0.129825726151,51.5027448481
-0.129476178776,51.5023990978
-0.126399285027,51.5009482247
-0.118983450159,51.504460144
-0.113519870573,51.5079809825
-0.0860829986632,51.5058498383
-0.0865529348021,51.5057595294
-0.19814620018,51.4303604126
-0.198390595934,51.4302996268
-0.19840400625,51.4303845812
-0.198311721429,51.4303001214
-0.198399918528,51.4302904908
-0.198389240125,51.4302905617
-0.19835677945,51.4302345535
-0.198394932537,51.4302777333
-0.207549488316,51.4213471731
-0.211110418681,51.4201193429
-0.211112308693,51.4201088182
-0.239515954121,51.4001345201
-0.207530994293,51.4212713801
-0.198420940175,51.430287252
-0.198397264855,51.4302992051
-0.198405381812,51.4302587184
-0.198406336143,51.4302868997
-0.198434252676,51.4302981179
-0.19836099173,51.4302945873
-0.207474478099,51.4213817783
-0.211114482818,51.4201517885
-0.211141107338,51.4201562064
-0.211088178789,51.4201772353
-0.21112590825,51.4201505834
-0.211172809092,51.4203621082
-0.205673484597,51.4206954241
-0.207503580799,51.4212989807
-0.21111003583,51.4201493075
-0.198457005482,51.4302982754
-0.198416531842,51.4302987249
-0.198374744444,51.4303468111
-0.198352976959,51.4302783935
-0.198393791429,51.4303144943
-0.19834437907,51.4303002
-0.198411393072,51.4302984072
-0.198429054331,51.430351074
-0.198425067212,51.4303508803
-0.207547999422,51.4213391622
-0.211115504812,51.4201498794
-0.211109796816,51.4201237839
-0.202271704942,51.4194830774
-0.211165527462,51.4202950839
-0.205770941342,51.420717576
-0.205613061426,51.4206630248
-0.205700634009,51.4205744782
-0.20696818453,51.4212014303
-0.111755996943,51.5031013489
-0.132618733247,51.5117927551
-0.130513815209,51.5119380951
-0.132680893985,51.5120443319
-0.13262746942,51.5119917661
-0.134135668476,51.5104344686
-0.112372889287,51.5023333232
-0.198370892454,51.4302737262
-0.198363592503,51.4303178434
-0.198381278806,51.4302898582
-0.198381030212,51.4303033553
-0.198385598364,51.4303106148
-0.198383261405,51.4303067222
-0.207485949993,51.4212440491
-0.211134763079,51.420152069
-0.202544302729,51.4195105402
-0.211137000337,51.4201397939
-0.198375430435,51.430332087
-0.205611041497,51.4206401145
-0.20471500357,51.4203325907
-0.204692640746,51.4198015118
-0.198410467266,51.4303491305
-0.1984024425,51.4303195475
-0.198350864286,51.4303151536
-0.198337268902,51.4302829037
-0.198385484,51.430401852
-0.198360417375,51.4303137221
-0.211146885667,51.4201811365
-0.203289406244,51.4199059065
-0.206795000113,51.4211845398
-0.195600003004,51.4874992371
-0.159301363609,51.4909536188
-0.160356945462,51.4912382762
-0.140539857958,51.5014852796
-0.14032193739,51.501550436
-0.140255884029,51.5016063424
-0.129449362105,51.5043810064
-0.126374858831,51.500428336
-0.126395460505,51.5008010864
-0.129644601047,51.5045902252
-0.134601291269,51.5099372864
-0.13447235174,51.5099758821
-0.134787000716,51.5097999573
-0.128457002342,51.5117988586
